#,Title,Speaker,Year,Month,Session,URL
3031,Cleave unto the Covenants,Barbara Thompson,2011,10,General Relief Society Meeting,https://www.churchofjesuschrist.org/study/general-conference/2011/10/cleave-unto-the-covenants?lang=eng
3032,Forget Me Not,Dieter F. Uchtdorf,2011,10,General Relief Society Meeting,https://www.churchofjesuschrist.org/study/general-conference/2011/10/forget-me-not?lang=eng
3033,As We Gather Once Again,Thomas S. Monson,2012,4,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/as-we-gather-once-again?lang=eng
3034,And a Little Child Shall Lead Them,Boyd K. Packer,2012,4,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/and-a-little-child-shall-lead-them?lang=eng
3035,Teaching Our Children to Understand,Cheryl A. Esplin,2012,4,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/teaching-our-children-to-understand?lang=eng
3036,Converted to His Gospel through His Church,Donald L. Hallstrom,2012,4,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/converted-to-his-gospel-through-his-church?lang=eng
3037,He Truly Loves Us,Paul E. Koelliker,2012,4,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/he-truly-loves-us?lang=eng
3038,Sacrifice,Dallin H. Oaks,2012,4,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/sacrifice?lang=eng
3039,Mountains to Climb,Henry B. Eyring,2012,4,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/mountains-to-climb?lang=eng
3040,The Laborers in the Vineyard,Jeffrey R. Holland,2012,4,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/the-laborers-in-the-vineyard?lang=eng
3041,"Coming to Ourselves: The Sacrament, the Temple, and Sacrifice in Service",Robert D. Hales,2012,4,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/coming-to-ourselves-the-sacrament-the-temple-and-sacrifice-in-service?lang=eng
3042,Abide in the Lord’s Territory!,Ulisses Soares,2012,4,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/abide-in-the-lords-territory?lang=eng
3043,"Faith, Fortitude, Fulfillment: A Message to Single Parents",David S. Baxter,2012,4,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/faith-fortitude-fulfillment-a-message-to-single-parents?lang=eng
3044,In Tune with the Music of Faith,Quentin L. Cook,2012,4,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/in-tune-with-the-music-of-faith?lang=eng
3045,How to Obtain Revelation and Inspiration for Your Personal Life,Richard G. Scott,2012,4,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/how-to-obtain-revelation-and-inspiration-for-your-personal-life?lang=eng
3046,The Powers of Heaven,David A. Bednar,2012,4,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/the-powers-of-heaven?lang=eng
3047,The Rescue for Real Growth,Richard C. Edgley,2012,4,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/the-rescue-for-real-growth?lang=eng
3048,Aaronic Priesthood: Arise and Use the Power of God,Adrián Ochoa,2012,4,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/aaronic-priesthood-arise-and-use-the-power-of-god?lang=eng
3049,Families under Covenant,Henry B. Eyring,2012,4,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/families-under-covenant?lang=eng
3050,Willing and Worthy to Serve,Thomas S. Monson,2012,4,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/willing-and-worthy-to-serve?lang=eng
3051,The Merciful Obtain Mercy,Dieter F. Uchtdorf,2012,4,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/the-merciful-obtain-mercy?lang=eng
3052,Thanks Be to God,Russell M. Nelson,2012,4,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/thanks-be-to-god?lang=eng
3053,Special Lessons,Ronald A. Rasband,2012,4,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/special-lessons?lang=eng
3054,"The Vision of Prophets regarding Relief Society: Faith, Family, Relief",Julie B. Beck,2012,4,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/the-vision-of-prophets-regarding-relief-society-faith-family-relief?lang=eng
3055,The Doctrine of Christ,D. Todd Christofferson,2012,4,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/the-doctrine-of-christ?lang=eng
3056,The Race of Life,Thomas S. Monson,2012,4,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/the-race-of-life?lang=eng
3057,The Power of Deliverance,L. Tom Perry,2012,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/the-power-of-deliverance?lang=eng
3058,That the Lost May Be Found,M. Russell Ballard,2012,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/that-the-lost-may-be-found?lang=eng
3059,Having the Vision to Do,O. Vincent Haleck,2012,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/having-the-vision-to-do?lang=eng
3060,Only upon the Principles of Righteousness,Larry Y. Wilson,2012,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/only-upon-the-principles-of-righteousness?lang=eng
3061,Was It Worth It?,David F. Evans,2012,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/was-it-worth-it?lang=eng
3062,To Hold Sacred,Paul B. Pieper,2012,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/to-hold-sacred?lang=eng
3063,What Thinks Christ of Me?,Neil L. Andersen,2012,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/what-thinks-christ-of-me?lang=eng
3064,As We Close This Conference,Thomas S. Monson,2012,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/as-we-close-this-conference?lang=eng
3065,Arise and Shine Forth,Ann M. Dibb,2012,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/arise-and-shine-forth?lang=eng
3066,Seek Learning: You Have a Work to Do,Mary N. Cook,2012,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/seek-learning-you-have-a-work-to-do?lang=eng
3067,Now Is the Time to Arise and Shine!,Elaine S. Dalton,2012,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/now-is-the-time-to-arise-and-shine?lang=eng
3068,"Believe, Obey, and Endure",Thomas S. Monson,2012,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/04/believe-obey-and-endure?lang=eng
3069,Welcome to Conference,Thomas S. Monson,2012,10,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/welcome-to-conference?lang=eng
3070,Can Ye Feel So Now?,Quentin L. Cook,2012,10,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/can-ye-feel-so-now?lang=eng
3071,I Know It. I Live It. I Love It.,Ann M. Dibb,2012,10,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/i-know-it-i-live-it-i-love-it?lang=eng
3072,An Unspeakable Gift from God,Craig C. Christensen,2012,10,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/an-unspeakable-gift-from-god?lang=eng
3073,"“Because I Live, Ye Shall Live Also”",Shayne M. Bowen,2012,10,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/because-i-live-ye-shall-live-also?lang=eng
3074,Ask the Missionaries! They Can Help You!,Russell M. Nelson,2012,10,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/ask-the-missionaries-they-can-help-you?lang=eng
3075,Of Regrets and Resolutions,Dieter F. Uchtdorf,2012,10,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/of-regrets-and-resolutions?lang=eng
3076,Becoming Goodly Parents,L. Tom Perry,2012,10,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/becoming-goodly-parents?lang=eng
3077,Be Anxiously Engaged,M. Russell Ballard,2012,10,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/be-anxiously-engaged?lang=eng
3078,"“Come unto Me, O Ye House of Israel”",Larry J. Echo Hawk,2012,10,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/come-unto-me-o-ye-house-of-israel?lang=eng
3079,What Shall a Man Give in Exchange for His Soul?,Robert C. Gay,2012,10,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/what-shall-a-man-give-in-exchange-for-his-soul?lang=eng
3080,Temple Standard,Scott D. Whiting,2012,10,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/temple-standard?lang=eng
3081,Trial of Your Faith,Neil L. Andersen,2012,10,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/trial-of-your-faith?lang=eng
3082,Protect the Children,Dallin H. Oaks,2012,10,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/protect-the-children?lang=eng
3083,"Brethren, We Have Work to Do",D. Todd Christofferson,2012,10,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/brethren-we-have-work-to-do?lang=eng
3084,"Be Valiant in Courage, Strength, and Activity",Gary E. Stevenson,2012,10,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/be-valiant-in-courage-strength-and-activity?lang=eng
3085,Beware Concerning Yourselves,Anthony D. Perkins,2012,10,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/beware-concerning-yourselves?lang=eng
3086,The Joy of the Priesthood,Dieter F. Uchtdorf,2012,10,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/the-joy-of-the-priesthood?lang=eng
3087,Help Them Aim High,Henry B. Eyring,2012,10,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/help-them-aim-high?lang=eng
3088,See Others as They May Become,Thomas S. Monson,2012,10,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/see-others-as-they-may-become?lang=eng
3089,Where Is the Pavilion?,Henry B. Eyring,2012,10,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/where-is-the-pavilion?lang=eng
3090,The Atonement,Boyd K. Packer,2012,10,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/the-atonement?lang=eng
3091,"First Observe, Then Serve",Linda K. Burton,2012,10,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/first-observe-then-serve?lang=eng
3092,Learning with Our Hearts,Walter F. González,2012,10,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/learning-with-our-hearts?lang=eng
3093,The First Great Commandment,Jeffrey R. Holland,2012,10,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/the-first-great-commandment?lang=eng
3094,Consider the Blessings,Thomas S. Monson,2012,10,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/consider-the-blessings?lang=eng
3095,Being a More Christian Christian,Robert D. Hales,2012,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/being-a-more-christian-christian?lang=eng
3096,The Joy of Redeeming the Dead,Richard G. Scott,2012,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/the-joy-of-redeeming-the-dead?lang=eng
3097,One Step Closer to the Savior,Russell T. Osguthorpe,2012,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/one-step-closer-to-the-savior?lang=eng
3098,By Faith All Things Are Fulfilled,Marcus B. Nash,2012,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/by-faith-all-things-are-fulfilled?lang=eng
3099,Becoming a True Disciple,Daniel L. Johnson,2012,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/becoming-a-true-disciple?lang=eng
3100,Blessings of the Sacrament,Don R. Clarke,2012,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/blessings-of-the-sacrament?lang=eng
3101,Converted unto the Lord,David A. Bednar,2012,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/converted-unto-the-lord?lang=eng
3102,God Be with You Till We Meet Again,Thomas S. Monson,2012,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/2012/10/god-be-with-you-till-we-meet-again?lang=eng
3103,Is Faith in the Atonement of Jesus Christ Written in Our Hearts?,Linda K. Burton,2012,10,General Relief Society Meeting,https://www.churchofjesuschrist.org/study/general-conference/2012/10/is-faith-in-the-atonement-of-jesus-christ-written-in-our-hearts?lang=eng
3104,Wide Awake to Our Duties,Carole M. Stephens,2012,10,General Relief Society Meeting,https://www.churchofjesuschrist.org/study/general-conference/2012/10/wide-awake-to-our-duties?lang=eng
3105,The Lord Has Not Forgotten You,Linda S. Reeves,2012,10,General Relief Society Meeting,https://www.churchofjesuschrist.org/study/general-conference/2012/10/the-lord-has-not-forgotten-you?lang=eng
3106,The Caregiver,Henry B. Eyring,2012,10,General Relief Society Meeting,https://www.churchofjesuschrist.org/study/general-conference/2012/10/the-caregiver?lang=eng
3107,Welcome to Conference,Thomas S. Monson,2013,4,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2013/04/welcome-to-conference?lang=eng
3108,These Things I Know,Boyd K. Packer,2013,4,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2013/04/these-things-i-know?lang=eng
3109,A Sure Foundation,Dean M. Davies,2013,4,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/2013/04/a-sure-foundation?lang=eng
